County,Month,CasesCount,TestsPer100K,ActiveCase,DeathCount,TotalVaccinations,PeopleVaccinated,PeopleFullyVaccinated,DailyVaccinations,TotalVaccinationsPerHundred,PeopleFullyVaccinatedPerHundred,vaccines
Robertson,September,66910,26382,172,60,,,,,,,
Robertson,October,72831,28736,75,63,,,,,,,
Rockwall,January,89527,58320,469,94,,,,,,,
Rockwall,February,234119,70928,260,128,,,,,,,
Rockwall,March,276099,77538,107,148,,,,,,,
Rockwall,April,274758,82935,53,153,,,,,,,
Rockwall,May,288526,87573,46,154,,,,,,,
Rockwall,June,282555,91496,40,158,,,,,,,
Rockwall,July,297653,95494,122,159,,,,,,,
Rockwall,August,329016,103059,337,169,,,,,,,
Rockwall,September,368726,114903,393,197,,,,,,,
Rockwall,October,416063,124601,208,216,,,,,,,
Runnels,January,8540,6482,35,29,,,,,,,
Runnels,February,21202,7555,10,35,,,,,,,
Runnels,March,23945,8257,4,35,,,,,,,
Runnels,April,23414,8845,1,36,,,,,,,
Runnels,May,24473,9247,2,37,,,,,,,
Runnels,June,23825,9582,0,38,,,,,,,
Runnels,July,24796,9879,4,38,,,,,,,
Runnels,August,26152,10759,29,44,,,,,,,
Runnels,September,27933,12655,29,50,,,,,,,
Runnels,October,29959,13803,8,53,,,,,,,
Rusk,January,22030,17077,365,76,,,,,,,
Rusk,February,56948,19511,385,97,,,,,,,
Rusk,March,66644,21359,330,106,,,,,,,
Rusk,April,66009,23159,74,108,,,,,,,
Rusk,May,70421,24944,36,109,,,,,,,
Rusk,June,70388,26347,31,109,,,,,,,
Rusk,July,81333,28432,122,111,,,,,,,
Rusk,August,93867,32279,462,120,,,,,,,
Rusk,September,121819,38534,977,149,,,,,,,
Rusk,October,139974,43234,373,174,,,,,,,
Sabine,January,2004,5714,8,30,,,,,,,
Sabine,February,4676,6906,0,39,,,,,,,
Sabine,March,5177,7930,0,41,,,,,,,
Sabine,April,5010,8594,2,44,,,,,,,
Sabine,May,5177,9471,3,45,,,,,,,
Sabine,June,5010,9991,0,45,,,,,,,
Sabine,July,5473,10683,3,45,,,,,,,
Sabine,August,10237,12042,30,49,,,,,,,
Sabine,September,11174,13766,49,64,,,,,,,
Sabine,October,12475,14937,17,71,,,,,,,
San Augustine,January,3828,5273,29,28,,,,,,,
San Augustine,February,9071,6377,18,29,,,,,,,
San Augustine,March,10128,7709,11,31,,,,,,,
San Augustine,April,9865,8525,10,32,,,,,,,
San Augustine,May,10309,9294,7,32,,,,,,,
San Augustine,June,10143,9734,6,32,,,,,,,
San Augustine,July,10639,10923,6,32,,,,,,,
San Augustine,August,11688,12718,51,32,,,,,,,
San Augustine,September,12638,15387,68,34,,,,,,,
San Augustine,October,14220,16895,47,36,,,,,,,
San Jacinto,January,6155,13485,116,23,,,,,,,
San Jacinto,February,18868,16806,198,27,,,,,,,
San Jacinto,March,24001,19615,187,33,,,,,,,
San Jacinto,April,25253,22213,55,36,,,,,,,
San Jacinto,May,28212,25116,40,38,,,,,,,
San Jacinto,June,28894,26957,20,39,,,,,,,
San Jacinto,July,32049,28467,38,39,,,,,,,
San Jacinto,August,40200,31244,217,43,,,,,,,
San Jacinto,September,51543,35633,323,63,,,,,,,
San Jacinto,October,58885,38611,95,76,,,,,,,
San Patricio,January,33137,35596,292,119,,,,,,,
San Patricio,February,83484,43177,192,135,,,,,,,
San Patricio,March,97081,49147,68,145,,,,,,,
San Patricio,April,97206,54989,55,148,,,,,,,
San Patricio,May,102659,59627,43,151,,,,,,,
San Patricio,June,100799,63341,55,152,,,,,,,
San Patricio,July,106765,67245,101,154,,,,,,,
San Patricio,August,121527,75671,393,181,,,,,,,
San Patricio,September,144787,87155,597,260,,,,,,,
San Patricio,October,161409,94488,251,287,,,,,,,
San Saba,January,4698,3141,69,17,,,,,,,
San Saba,February,15774,4072,127,20,,,,,,,
San Saba,March,16974,4630,4,23,,,,,,,
San Saba,April,15987,5024,0,23,,,,,,,
San Saba,May,16302,5424,0,23,,,,,,,
San Saba,June,15713,5777,0,23,,,,,,,
San Saba,July,16206,6040,4,23,,,,,,,
San Saba,August,16984,6550,28,24,,,,,,,
San Saba,September,17388,7378,29,25,,,,,,,
San Saba,October,20038,8470,55,27,,,,,,,
Schleicher,January,1362,1025,15,6,,,,,,,
Schleicher,February,3300,1164,16,6,,,,,,,
Schleicher,March,3747,1233,4,6,,,,,,,
Schleicher,April,3662,1271,2,6,,,,,,,
Schleicher,May,3873,1313,3,6,,,,,,,
Schleicher,June,3754,1330,1,6,,,,,,,
Schleicher,July,3957,1369,5,6,,,,,,,
Schleicher,August,4452,1461,19,7,,,,,,,
Schleicher,September,5158,1673,31,8,,,,,,,
Schleicher,October,5593,1824,5,9,,,,,,,
Scurry,January,28152,15089,54,50,,,,,,,
Scurry,February,84675,16146,51,60,,,,,,,
Scurry,March,71478,16724,0,62,,,,,,,
Scurry,April,69784,17759,33,62,,,,,,,
Scurry,May,72563,18394,8,62,,,,,,,
Scurry,June,70265,19024,2,62,,,,,,,
Scurry,July,72980,19836,11,62,,,,,,,
Scurry,August,78006,21472,123,66,,,,,,,
Scurry,September,87040,24846,229,78,,,,,,,
Scurry,October,93681,27181,57,82,,,,,,,
Shackelford,January,1367,896,8,1,,,,,,,
Shackelford,February,3481,1086,5,2,,,,,,,
Shackelford,March,3914,1212,1,5,,,,,,,
Shackelford,April,3870,1315,2,5,,,,,,,
Shackelford,May,4101,1416,1,5,,,,,,,
Shackelford,June,3990,1486,0,5,,,,,,,
Shackelford,July,4142,1541,1,5,,,,,,,
Shackelford,August,4396,1626,5,5,,,,,,,
Shackelford,September,4677,1877,6,5,,,,,,,
Shackelford,October,5377,2128,6,5,,,,,,,
Shelby,January,9548,11184,166,47,,,,,,,
Shelby,February,23811,13019,120,57,,,,,,,
Shelby,March,27496,14305,85,67,,,,,,,
Shelby,April,27588,15576,28,69,,,,,,,
Shelby,May,29077,16899,14,70,,,,,,,
Shelby,June,29558,17758,15,72,,,,,,,
Shelby,July,37704,18794,15,74,,,,,,,
Shelby,August,40994,20769,134,80,,,,,,,
Shelby,September,46478,24365,196,98,,,,,,,
Shelby,October,51395,27176,103,109,,,,,,,
Sherman,January,1244,189,7,11,,,,,,,
Sherman,February,3364,299,14,12,,,,,,,
Sherman,March,5431,362,26,12,,,,,,,
Sherman,April,5608,407,5,12,,,,,,,
Sherman,May,6023,449,0,12,,,,,,,
Sherman,June,5938,463,0,12,,,,,,,
Sherman,July,6171,475,2,12,,,,,,,
Sherman,August,6457,498,11,13,,,,,,,
Sherman,September,6683,528,12,14,,,,,,,
Sherman,October,7080,576,1,15,,,,,,,
Smith,January,114310,160039,5443,347,,,,,,,
Smith,February,296677,180093,5313,417,,,,,,,
Smith,March,345736,192716,1288,449,,,,,,,
Smith,April,345903,205342,724,469,,,,,,,
Smith,May,366911,215483,580,482,,,,,,,
Smith,June,359578,222787,301,490,,,,,,,
Smith,July,380064,232413,409,494,,,,,,,
Smith,August,444816,263307,2672,529,,,,,,,
Smith,September,531578,306878,6070,659,,,,,,,
Smith,October,620961,343298,4309,776,,,,,,,
Somervell,January,6360,6560,34,9,,,,,,,
Somervell,February,15825,7622,10,12,,,,,,,
Somervell,March,18044,8142,4,14,,,,,,,
Somervell,April,17603,8565,1,14,,,,,,,
Somervell,May,18302,8921,1,14,,,,,,,
Somervell,June,17768,9238,0,14,,,,,,,
Somervell,July,18584,9811,7,14,,,,,,,
Somervell,August,20206,11416,23,16,,,,,,,
Somervell,September,21920,13061,21,20,,,,,,,
Somervell,October,25013,14378,26,21,,,,,,,
Starr,January,77729,36627,1198,225,,,,,,,
Starr,February,200728,48409,612,268,,,,,,,
Starr,March,233207,56500,239,288,,,,,,,
Starr,April,230949,63160,123,297,,,,,,,
Starr,May,241701,69328,40,299,,,,,,,
Starr,June,236006,74133,35,303,,,,,,,
Starr,July,246087,77519,77,305,,,,,,,
Starr,August,257001,82782,368,313,,,,,,,
Starr,September,264404,95609,412,326,,,,,,,
Starr,October,281659,103669,176,331,,,,,,,
Stephens,January,4934,3102,13,20,,,,,,,
Stephens,February,11548,3826,11,24,,,,,,,
Stephens,March,12961,4497,4,26,,,,,,,
Stephens,April,12971,5335,1,26,,,,,,,
Stephens,May,14127,5882,1,26,,,,,,,
Stephens,June,13626,6281,1,26,,,,,,,
Stephens,July,13945,6667,2,26,,,,,,,
Stephens,August,14226,7169,11,29,,,,,,,
Stephens,September,18260,8562,109,31,,,,,,,
Stephens,October,20360,9628,83,34,,,,,,,
Sterling,January,528,771,3,4,,,,,,,
Sterling,February,1284,891,3,4,,,,,,,
Sterling,March,1484,954,2,4,,,,,,,
Sterling,April,1471,1000,0,4,,,,,,,
Sterling,May,1577,1030,0,4,,,,,,,
Sterling,June,1530,1054,0,4,,,,,,,
Sterling,July,1604,1082,2,4,,,,,,,
Sterling,August,1928,1184,14,4,,,,,,,
Sterling,September,2229,1361,12,5,,,,,,,
Sterling,October,2394,1472,3,5,,,,,,,
Stonewall,January,576,357,3,4,,,,,,,
Stonewall,February,1344,451,0,6,,,,,,,
Stonewall,March,1509,495,0,6,,,,,,,
Stonewall,April,1470,538,0,6,,,,,,,
Stonewall,May,1519,568,0,6,,,,,,,
Stonewall,June,1470,594,0,6,,,,,,,
Stonewall,July,1519,637,0,6,,,,,,,
Stonewall,August,1565,765,1,6,,,,,,,
Stonewall,September,1553,938,4,6,,,,,,,
Stonewall,October,1624,1147,4,6,,,,,,,
Sutton,January,3065,1587,38,6,,,,,,,
Sutton,February,7341,1782,23,8,,,,,,,
Sutton,March,8550,1901,10,8,,,,,,,
Sutton,April,8498,1967,3,8,,,,,,,
Sutton,May,8527,2025,0,8,,,,,,,
Sutton,June,8271,2088,3,8,,,,,,,
Sutton,July,8585,2162,3,8,,,,,,,
Sutton,August,8989,2304,42,8,,,,,,,
Sutton,September,9393,2526,24,11,,,,,,,
Sutton,October,9760,2643,7,11,,,,,,,
Swisher,January,4396,3564,43,14,,,,,,,
Swisher,February,10815,4084,26,16,,,,,,,
Swisher,March,12431,4601,15,17,,,,,,,
Swisher,April,12977,5201,12,17,,,,,,,
Swisher,May,14186,5803,7,17,,,,,,,
Swisher,June,14504,6297,2,18,,,,,,,
Swisher,July,15062,6672,7,18,,,,,,,
Swisher,August,15810,7278,20,19,,,,,,,
Swisher,September,20045,8267,115,22,,,,,,,
Swisher,October,29351,9460,294,22,,,,,,,
Tarrant,January,2151051,1289238,52255,2105,,,,,,,
Tarrant,February,5576536,1567937,31106,2679,,,,,,,
Tarrant,March,6491293,1737958,8938,2921,,,,,,,
Tarrant,April,6411481,1879372,4827,3018,,,,,,,
Tarrant,May,6732476,2008743,3954,3077,,,,,,,
Tarrant,June,6573015,2105039,2445,3118,,,,,,,
Tarrant,July,6895878,2208911,4299,3168,,,,,,,
Tarrant,August,7410391,2393331,17365,3348,,,,,,,
Tarrant,September,8138201,2691453,30385,3765,,,,,,,
Tarrant,October,9127924,2929567,18941,4121,,,,,,,
Taylor,January,76360,91964,2523,290,,,,,,,
Taylor,February,191630,111416,1367,369,,,,,,,
Taylor,March,219475,125100,359,393,,,,,,,
Taylor,April,215278,136224,163,403,,,,,,,
Taylor,May,226831,144475,192,410,,,,,,,
Taylor,June,220894,152007,102,415,,,,,,,
Taylor,July,230751,156386,183,416,,,,,,,
Taylor,August,246183,166174,1177,431,,,,,,,
Taylor,September,258048,193981,2287,487,,,,,,,
Taylor,October,291710,218545,1505,541,,,,,,,
Terrell,January,806,397,9,2,,,,,,,
Terrell,February,1803,441,2,2,,,,,,,
Terrell,March,1969,465,0,2,,,,,,,
Terrell,April,1946,480,1,2,,,,,,,
Terrell,May,2002,488,0,2,,,,,,,
Terrell,June,1920,494,0,2,,,,,,,
Terrell,July,2025,504,2,2,,,,,,,
Terrell,August,2138,531,5,3,,,,,,,
Terrell,September,2083,622,9,3,,,,,,,
Terrell,October,2197,731,5,3,,,,,,,
Terry,January,18808,3507,126,51,,,,,,,
Terry,February,46533,3920,26,57,,,,,,,
Terry,March,52146,4329,3,57,,,,,,,
Terry,April,50651,4833,1,58,,,,,,,
Terry,May,52485,5363,1,58,,,,,,,
Terry,June,51047,5875,2,58,,,,,,,
Terry,July,52841,6324,2,58,,,,,,,
Terry,August,54807,6920,35,59,,,,,,,
Terry,September,58215,7888,78,64,,,,,,,
Terry,October,63885,8883,28,66,,,,,,,
Throckmorton,January,522,280,4,5,,,,,,,
Throckmorton,February,1360,377,0,5,,,,,,,
Throckmorton,March,1541,428,0,5,,,,,,,
Throckmorton,April,1500,494,0,5,,,,,,,
Throckmorton,May,1550,553,0,5,,,,,,,
Throckmorton,June,1500,596,0,5,,,,,,,
Throckmorton,July,1550,631,0,5,,,,,,,
Throckmorton,August,1584,706,1,5,,,,,,,
Throckmorton,September,1601,923,3,5,,,,,,,
Throckmorton,October,1768,1105,2,6,,,,,,,
Titus,January,29444,20606,331,68,,,,,,,
Titus,February,72798,23852,441,80,,,,,,,
Titus,March,82981,25690,346,83,,,,,,,
Titus,April,80955,27259,70,83,,,,,,,
Titus,May,84645,28378,21,84,,,,,,,
Titus,June,84605,29421,13,84,,,,,,,
Titus,July,99001,30725,30,84,,,,,,,
Titus,August,103644,32468,179,87,,,,,,,
Titus,September,110834,36533,400,95,,,,,,,
Titus,October,120464,39338,124,102,,,,,,,
Tom Green,January,53115,89011,1234,219,,,,,,,
Tom Green,February,126991,102065,490,254,,,,,,,
Tom Green,March,142431,109802,145,265,,,,,,,
Tom Green,April,138979,116406,88,269,,,,,,,
Tom Green,May,144376,121115,64,270,,,,,,,
Tom Green,June,140250,124276,21,272,,,,,,,
Tom Green,July,146305,128230,186,275,,,,,,,
Tom Green,August,157649,143159,1258,297,,,,,,,
Tom Green,September,170389,170912,1613,348,,,,,,,
Tom Green,October,184681,191075,463,380,,,,,,,
Travis,January,785452,773167,5530,716,,,,,,,
Travis,February,2041354,948971,3157,890,,,,,,,
Travis,March,2403744,1069334,1242,962,,,,,,,
Travis,April,2422977,1186602,1010,1000,,,,,,,
Travis,May,2578405,1288499,591,1026,,,,,,,
Travis,June,2526401,1366332,261,1041,,,,,,,
Travis,July,2668894,1441032,935,1054,,,,,,,
Travis,August,2977732,1590420,2931,1142,,,,,,,
Travis,September,3310167,1801460,3037,1331,,,,,,,
Travis,October,3651296,1987766,1588,1423,,,,,,,
Trinity,January,4793,8767,74,17,,,,,,,
Trinity,February,12634,11341,68,23,,,,,,,
Trinity,March,15129,12824,65,25,,,,,,,
Trinity,April,15298,14061,16,26,,,,,,,
Trinity,May,16745,15512,18,27,,,,,,,
Trinity,June,17391,16712,10,30,,,,,,,
Trinity,July,19585,17872,21,31,,,,,,,
Trinity,August,22865,19850,111,36,,,,,,,
Trinity,September,28671,22414,153,50,,,,,,,
Trinity,October,32837,24096,67,59,,,,,,,
Tyler,January,5647,10467,62,25,,,,,,,
Tyler,February,14020,12080,26,37,,,,,,,
Tyler,March,16640,13288,17,40,,,,,,,
Tyler,April,17314,14682,20,40,,,,,,,
Tyler,May,18260,16202,3,45,,,,,,,
Tyler,June,18399,17199,2,45,,,,,,,
Tyler,July,19592,18231,20,46,,,,,,,
Tyler,August,23880,20086,155,53,,,,,,,
Tyler,September,28942,23116,229,64,,,,,,,
Tyler,October,31416,25130,24,70,,,,,,,
Upshur,January,13135,11687,488,47,,,,,,,
Upshur,February,34864,13817,503,64,,,,,,,
Upshur,March,40465,15191,441,71,,,,,,,
Upshur,April,39844,16115,90,75,,,,,,,
Upshur,May,41877,17077,24,76,,,,,,,
Upshur,June,41832,17749,17,77,,,,,,,
Upshur,July,46544,18503,54,78,,,,,,,
Upshur,August,52619,20346,355,87,,,,,,,
Upshur,September,61858,23366,522,116,,,,,,,
Upshur,October,69505,25402,179,139,,,,,,,
Upton,January,762,1834,46,7,,,,,,,
Upton,February,1930,2253,32,8,,,,,,,
Upton,March,2195,2806,8,9,,,,,,,
Upton,April,2113,3080,1,10,,,,,,,
Upton,May,2145,3227,1,10,,,,,,,
Upton,June,2070,3324,1,10,,,,,,,
Upton,July,2200,3447,5,10,,,,,,,
Upton,August,2483,3622,19,11,,,,,,,
Upton,September,2629,4046,65,12,,,,,,,
Upton,October,2982,4449,38,14,,,,,,,
Uvalde,January,34694,17828,274,50,,,,,,,
Uvalde,February,91038,22628,102,65,,,,,,,
Uvalde,March,104082,24680,7,71,,,,,,,
Uvalde,April,102703,26154,0,73,,,,,,,
Uvalde,May,106892,27345,0,74,,,,,,,
Uvalde,June,104162,28250,0,74,,,,,,,
Uvalde,July,113487,29320,104,74,,,,,,,
Uvalde,August,134903,32401,276,84,,,,,,,
Uvalde,September,161029,37821,337,97,,,,,,,
Uvalde,October,181774,41326,107,108,,,,,,,
Val Verde,January,81928,35398,1222,181,,,,,,,
Val Verde,February,210586,44660,512,206,,,,,,,
Val Verde,March,240034,50287,146,219,,,,,,,
Val Verde,April,234520,55606,60,222,,,,,,,
Val Verde,May,243879,60238,20,222,,,,,,,
Val Verde,June,238392,63116,28,222,,,,,,,
Val Verde,July,249133,65742,67,222,,,,,,,
Val Verde,August,271753,71408,362,225,,,,,,,
Val Verde,September,299903,81176,443,238,,,,,,,
Val Verde,October,325774,88632,245,250,,,,,,,
Van Zandt,January,24700,18464,1158,88,,,,,,,
Van Zandt,February,66352,22265,1212,105,,,,,,,
Van Zandt,March,78344,24949,333,112,,,,,,,
Van Zandt,April,78111,27779,151,117,,,,,,,
Van Zandt,May,83326,30265,170,120,,,,,,,
Van Zandt,June,81953,31852,95,122,,,,,,,
Van Zandt,July,87233,33825,154,127,,,,,,,
Van Zandt,August,100220,38263,687,145,,,,,,,
Van Zandt,September,120742,44380,1306,181,,,,,,,
Van Zandt,October,142310,49654,1007,208,,,,,,,
Victoria,January,84797,38287,530,146,,,,,,,
Victoria,February,214982,45952,531,177,,,,,,,
Victoria,March,248233,51521,98,193,,,,,,,
Victoria,April,250083,56488,139,205,,,,,,,
Victoria,May,274825,61226,177,216,,,,,,,
Victoria,June,275665,64732,73,227,,,,,,,
Victoria,July,292496,69023,116,232,,,,,,,
Victoria,August,330146,76614,592,255,,,,,,,
Victoria,September,371508,88963,583,310,,,,,,,
Victoria,October,402575,97346,110,341,,,,,,,
Walker,January,82463,77588,761,101,,,,,,,
Walker,February,208457,91712,396,116,,,,,,,
Walker,March,237349,103471,65,124,,,,,,,
Walker,April,234754,115775,63,127,,,,,,,
Walker,May,244466,128122,15,131,,,,,,,
Walker,June,237099,136668,0,132,,,,,,,
Walker,July,244023,143526,28,134,,,,,,,
Walker,August,261475,157414,346,141,,,,,,,
Walker,September,292269,177618,464,164,,,,,,,
Walker,October,316970,193387,111,179,,,,,,,
Waller,January,30550,22646,299,30,,,,,,,
Waller,February,81107,28818,160,41,,,,,,,
Waller,March,98094,33366,98,46,,,,,,,
Waller,April,100704,37836,69,46,,,,,,,
Waller,May,108433,42441,47,48,,,,,,,
Waller,June,104713,44914,16,51,,,,,,,
Waller,July,110363,46992,44,53,,,,,,,
Waller,August,124152,50943,218,56,,,,,,,
Waller,September,143066,57961,312,68,,,,,,,
Waller,October,161240,63676,92,78,,,,,,,
Ward,January,7245,3923,95,17,,,,,,,
Ward,February,17807,4466,74,21,,,,,,,
Ward,March,20912,4764,29,22,,,,,,,
Ward,April,20901,5028,15,24,,,,,,,
Ward,May,22094,5259,12,24,,,,,,,
Ward,June,21707,5389,8,24,,,,,,,
Ward,July,22649,5520,6,24,,,,,,,
Ward,August,25238,5795,81,25,,,,,,,
Ward,September,32327,6474,195,26,,,,,,,
Ward,October,38475,7087,100,29,,,,,,,
Washington,January,15667,29218,129,71,,,,,,,
Washington,February,82322,35787,681,82,,,,,,,
Washington,March,95949,40470,134,87,,,,,,,
Washington,April,96679,44802,98,91,,,,,,,
Washington,May,103424,49236,78,94,,,,,,,
Washington,June,103190,52423,72,94,,,,,,,
Washington,July,110406,54935,83,97,,,,,,,
Washington,August,119121,59686,213,103,,,,,,,
Washington,September,129480,67177,334,116,,,,,,,
Washington,October,143969,73399,180,127,,,,,,,
Webb,January,457391,265847,8987,598,,,,,,,
Webb,February,1171384,345400,3703,740,,,,,,,
Webb,March,1330758,380827,452,778,,,,,,,
Webb,April,1300862,414028,256,789,,,,,,,
Webb,May,1358248,444104,249,796,,,,,,,
Webb,June,1328915,462057,158,801,,,,,,,
Webb,July,1390695,476968,170,810,,,,,,,
Webb,August,1477451,510143,643,832,,,,,,,
Webb,September,1537034,558761,472,872,,,,,,,
Webb,October,1633574,596397,246,896,,,,,,,
Wharton,January,34829,25143,311,91,,,,,,,
Wharton,February,90621,29667,146,105,,,,,,,
Wharton,March,106653,32576,37,114,,,,,,,
Wharton,April,106761,35636,33,116,,,,,,,
Wharton,May,114120,39355,26,118,,,,,,,
Wharton,June,112544,41278,10,118,,,,,,,
Wharton,July,118262,42847,19,121,,,,,,,
Wharton,August,129721,46159,170,129,,,,,,,
Wharton,September,146623,51688,208,158,,,,,,,
Wharton,October,164523,55592,2,180,,,,,,,
Wheeler,January,4817,3021,43,9,,,,,,,
Wheeler,February,11826,3450,22,9,,,,,,,
Wheeler,March,13627,3763,5,10,,,,,,,
Wheeler,April,13985,3995,5,10,,,,,,,
Wheeler,May,15059,4180,4,11,,,,,,,
Wheeler,June,15074,4337,1,11,,,,,,,
Wheeler,July,15738,4509,2,11,,,,,,,
Wheeler,August,16469,4798,18,12,,,,,,,
Wheeler,September,17468,5668,33,12,,,,,,,
Wheeler,October,19147,6480,15,13,,,,,,,
Wichita,January,164017,100720,2314,297,,,,,,,
Wichita,February,400548,115902,594,351,,,,,,,
Wichita,March,456054,125526,113,369,,,,,,,
Wichita,April,446657,131591,42,375,,,,,,,
Wichita,May,466738,137044,52,378,,,,,,,
Wichita,June,455287,141126,28,381,,,,,,,
Wichita,July,477249,144759,130,386,,,,,,,
Wichita,August,514327,154714,543,403,,,,,,,
Wichita,September,584688,175213,1798,447,,,,,,,
Wichita,October,667634,196976,933,500,,,,,,,
Wilbarger,January,17866,11886,8,46,,,,,,,
Wilbarger,February,43331,13982,7,53,,,,,,,
Wilbarger,March,49469,15670,1,55,,,,,,,
Wilbarger,April,48312,17092,1,55,,,,,,,
Wilbarger,May,50340,18188,2,55,,,,,,,
Wilbarger,June,49112,18895,1,55,,,,,,,
Wilbarger,July,50722,19424,1,56,,,,,,,
Wilbarger,August,51703,20487,11,56,,,,,,,
Wilbarger,September,52912,24038,28,57,,,,,,,
Wilbarger,October,59557,30724,49,61,,,,,,,
Willacy,January,23131,16910,257,71,,,,,,,
Willacy,February,60571,20612,180,80,,,,,,,
Willacy,March,72096,23785,76,86,,,,,,,
Willacy,April,73498,26736,55,89,,,,,,,
Willacy,May,86449,30213,106,89,,,,,,,
Willacy,June,86526,33185,57,92,,,,,,,
Willacy,July,94859,36336,137,94,,,,,,,
Willacy,August,107323,40395,305,97,,,,,,,
Willacy,September,116906,44995,245,105,,,,,,,
Willacy,October,128429,48653,159,110,,,,,,,
Williamson,January,355085,320043,1893,307,,,,,,,
Williamson,February,950298,400743,1062,402,,,,,,,
Williamson,March,1125756,452421,0,443,,,,,,,
Williamson,April,1137751,505067,995,462,,,,,,,
Williamson,May,1220329,553229,1030,475,,,,,,,
Williamson,June,1197184,589005,356,483,,,,,,,
Williamson,July,1264680,622287,1074,492,,,,,,,
Williamson,August,1476166,689793,5325,539,,,,,,,
Williamson,September,1735832,788605,6568,628,,,,,,,
Williamson,October,1977096,870573,3342,684,,,,,,,
Wilson,January,30014,25235,203,46,,,,,,,
Wilson,February,83087,32874,114,58,,,,,,,
Wilson,March,97789,36928,34,66,,,,,,,
Wilson,April,96919,41752,22,68,,,,,,,
Wilson,May,103848,44588,29,68,,,,,,,
Wilson,June,105168,46604,35,69,,,,,,,
Wilson,July,111411,48511,69,73,,,,,,,
Wilson,August,127263,52028,266,83,,,,,,,
Wilson,September,148085,59095,317,114,,,,,,,
Wilson,October,164622,65918,119,134,,,,,,,
Winkler,January,5933,952,66,17,,,,,,,
Winkler,February,14486,1100,28,20,,,,,,,
Winkler,March,16913,1187,19,21,,,,,,,
Winkler,April,17000,1296,16,21,,,,,,,
Winkler,May,17794,1369,4,21,,,,,,,
Winkler,June,17345,1420,6,21,,,,,,,
Winkler,July,18116,1467,6,21,,,,,,,
Winkler,August,19463,1566,36,23,,,,,,,
Winkler,September,21931,1788,77,27,,,,,,,
Winkler,October,27563,2045,107,29,,,,,,,
Wise,January,60456,38893,292,94,,,,,,,
Wise,February,157667,46111,152,112,,,,,,,
Wise,March,183018,51089,39,119,,,,,,,
Wise,April,180111,54746,17,121,,,,,,,
Wise,May,188650,57984,23,122,,,,,,,
Wise,June,185203,60272,25,126,,,,,,,
Wise,July,197332,62735,82,129,,,,,,,
Wise,August,216973,67338,205,141,,,,,,,
Wise,September,252462,76169,255,172,,,,,,,
Wise,October,284293,82708,134,194,,,,,,,
Wood,January,19216,16290,905,98,,,,,,,
Wood,February,50446,18803,954,117,,,,,,,
Wood,March,59133,20545,239,125,,,,,,,
Wood,April,58591,22316,101,128,,,,,,,
Wood,May,61657,23931,74,129,,,,,,,
Wood,June,60415,25152,48,130,,,,,,,
Wood,July,64251,26633,90,131,,,,,,,
Wood,August,73946,30146,503,146,,,,,,,
Wood,September,91711,36786,1291,189,,,,,,,
Wood,October,107716,40981,843,218,,,,,,,
Yoakum,January,10026,2340,21,24,,,,,,,
Yoakum,February,23983,2574,6,26,,,,,,,
Yoakum,March,26766,2744,3,27,,,,,,,
Yoakum,April,26071,2855,1,27,,,,,,,
Yoakum,May,27056,2957,1,27,,,,,,,
Yoakum,June,26301,3024,1,28,,,,,,,
Yoakum,July,27214,3122,1,28,,,,,,,
Yoakum,August,29310,3582,35,29,,,,,,,
Yoakum,September,32608,4125,45,30,,,,,,,
Yoakum,October,36497,4460,23,32,,,,,,,
Young,January,19902,6644,47,35,,,,,,,
Young,February,51067,7858,35,41,,,,,,,
Young,March,58793,8678,3,44,,,,,,,
Young,April,57460,9401,3,45,,,,,,,
Young,May,60022,10153,2,45,,,,,,,
Young,June,58487,10536,1,45,,,,,,,
Young,July,60950,11026,9,45,,,,,,,
Young,August,64210,11923,31,46,,,,,,,
Young,September,67965,13387,16,56,,,,,,,
Young,October,76190,14826,18,65,,,,,,,
Zapata,January,15635,13710,278,24,,,,,,,
Zapata,February,41245,17704,164,32,,,,,,,
Zapata,March,47867,19648,32,36,,,,,,,
Zapata,April,46792,21383,2,36,,,,,,,
Zapata,May,48838,22977,6,36,,,,,,,
Zapata,June,47640,24022,9,36,,,,,,,
Zapata,July,49640,24781,15,36,,,,,,,
Zapata,August,50409,26756,55,40,,,,,,,
Zapata,September,49685,30612,101,43,,,,,,,
Zapata,October,51804,32916,26,45,,,,,,,
Zavala,January,15807,6928,152,31,,,,,,,
Zavala,February,43256,9042,72,37,,,,,,,
Zavala,March,50457,9927,10,41,,,,,,,
Zavala,April,49282,10521,3,42,,,,,,,
Zavala,May,51461,10956,3,42,,,,,,,
Zavala,June,50633,11287,5,42,,,,,,,
Zavala,July,53120,11589,16,42,,,,,,,
Zavala,August,56859,12367,76,47,,,,,,,
Zavala,September,61118,13942,87,52,,,,,,,
Zavala,October,66159,14808,26,54,,,,,,,
